"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"",12.9217961869839,3.44581231652905,2.87151026377421,3.44581231652905,0.574302052754842,2.87151026377421,3.73296334290647,10.911739002342,2.58435923739679,10.911739002342,16.367608503513,5.74302052754842,3.73296334290647,10.3374369495872,5.74302052754842,9.47598387045489,6.03017155392584,1.4357551318871,2.01005718464195,11.1988900287194,0.0207368100778888,0.0231451985270575,0.019017845711712,0.0222420810098802,0.0233423560472423,0.02265638668414,0.0222227493598467,0.0228555804490292,0.0253487733347974,0.0245700272036422,0.023657978705384,0.0254719540168299,0.0247849977037899,0.0247850065628913,0.0259555882766475,0.0244252138545589,0.0247805172915174,0.0257132424278114,0.0246288911539075,0.0247133018602876,0.0251140753780246,0.0234363841253195,0.0243669046658103,0.0230236164405274,0.0237128645665929,0.0241145358280571,0.0231966955757395,0.0245613373012156,0.0238153067712852,0.0224527527111454
"B0JZG0",9.9593193596218,3.01797556352176,3.01797556352176,2.41438045081741,2.71617800716958,3.31977311987393,3.62157067622611,11.7701046977349,1.50898778176088,12.071902254087,16.9006631557218,2.41438045081741,3.01797556352176,10.8647120286783,7.54493890880439,8.14853402150874,8.14853402150874,1.81078533811305,3.01797556352176,8.45033157786092,0.0228548337386782,0.024920015311935,0.0216395554529386,0.02146104025775,0.0224270094122146,0.0232678782828498,0.0237992351044,0.0215708432183563,0.0239815166482342,0.0234769897855297,0.023461629832057,0.0243732217246603,0.0225138535375922,0.023451171355941,0.0254535072332731,0.0238434500101258,0.0233277763060777,0.0233188852310902,0.0220142621007245,0.0241087311253962,0.0245354385315521,0.0235176147355615,0.0229460183675866,0.0232117703541638,0.0230563722798238,0.0240780760229426,0.0226655992757406,0.0229846031926873,0.023678850595131,0.0222626946228108
"Q9Z2J0",9.71369323916253,4.24974079213361,2.73197622351446,2.42842330979063,3.33908205096212,3.03552913723829,3.94618787840978,12.445669462677,1.51776456861915,11.8385636352293,17.3025160822583,1.51776456861915,3.94618787840978,7.89237575681955,7.58882284309573,7.58882284309573,8.80303449799104,1.51776456861915,2.73197622351446,10.3207990666102,0.0222068227363328,0.0239678184168427,0.0222262492512574,0.0221563923961079,0.0222611840178674,0.0240386848550987,0.0231469058999267,0.0217311690950388,0.023239221023399,0.0228888918070583,0.0239916520097035,0.0241329003383251,0.0230479622764579,0.0233793833214903,0.0244268984726563,0.0232295315914853,0.0233642667582716,0.0231264725574013,0.0227169561278569,0.0231950045857883,0.0243051614163803,0.0229987541832523,0.023105620558572,0.0246033082384097,0.0230336580370398,0.0246844655663182,0.0218280348195646,0.0230546220116521,0.0232679796104797,0.0230911142961363
"Q9WTW8",10.6368164036834,3.03909040105239,3.03909040105239,3.03909040105239,2.73518136094715,2.73518136094715,3.95081752136811,12.7641796844201,1.5195452005262,12.1563616042096,17.3228152859986,2.12736328073668,2.73518136094715,10.0289983234729,7.59772600263099,7.90163504273622,7.59772600263099,1.82345424063144,2.73518136094715,9.11727120315718,0.022655252557366,0.0246859289924022,0.0219001147238057,0.0209332469877617,0.0222884872861517,0.0234436237555588,0.0240048658717566,0.0216245775814598,0.0240722709868118,0.0237710582229744,0.0234999772159278,0.0239861011807863,0.0230203215848882,0.0236089665238485,0.025160204661184,0.0238302306252539,0.0235212532320094,0.0232903028255677,0.0221904232473306,0.0236245714263841,0.0238265225282043,0.0237456301522321,0.0233061134760401,0.0229257795955469,0.0228574768233265,0.024093994848118,0.0222333853784315,0.0226688730181806,0.0231271472312355,0.0221942573542159
"Q9UGH3",10.7786869773833,3.29348768753378,2.9940797159398,2.9940797159398,3.29348768753378,2.09585580115786,3.59289565912775,11.9763188637592,0.898223914781939,12.2757268353532,17.3656623524508,2.9940797159398,2.39526377275184,9.88046306260133,7.78460726144347,7.78460726144347,7.18579131825551,1.79644782956388,2.9940797159398,8.38342320463143,0.023105045321037,0.0246775139018793,0.0216304482250973,0.0215258726997396,0.0224401482028767,0.0236391804579448,0.0231167890067988,0.0217340631551847,0.0236292747441441,0.0231763401537938,0.0240611901947188,0.0244066407268576,0.0233249696317349,0.0235526417146568,0.0250919837538283,0.0235833717618515,0.0239293169497546,0.0238458729961005,0.0222375182425521,0.023441539526218,0.0246744783333672,0.0233860573637483,0.0234440242122666,0.0237737742749443,0.0229294173739803,0.0245964346829059,0.0219280095516835,0.0234051380242286,0.0231618519734259,0.0231431212487005
"Q9EPR4",10.6297142650536,3.03706121858675,3.03706121858675,3.03706121858675,2.73335509672808,2.73335509672808,3.94817958416278,12.7556571180644,1.51853060929338,12.4519509962057,17.3112489459445,2.12594285301073,2.73335509672808,10.0223020213363,7.59265304646688,7.89635916832555,7.59265304646688,1.82223673115205,2.73335509672808,8.80747753390158,0.0226372861243648,0.0247097887355733,0.0219173429389087,0.0209274975464555,0.0222942296932942,0.0234897666440121,0.0240722116303623,0.0216388618526679,0.0240245068030516,0.0237547596901223,0.0234826637169487,0.0239860228123431,0.023059959067329,0.023611741429729,0.0252042671641496,0.0237596219086527,0.0234617137805452,0.0232649368560023,0.0222108703142058,0.0236265456660765,0.0238664689452058,0.0237863423493741,0.0233159417706787,0.0229066603475208,0.0228763563610264,0.0241219822917072,0.0222263729154794,0.0227067181247751,0.0231767273085553,0.0221757133522075
"Q0WPE9",9.26199351618658,4.49066352299956,3.08733117206219,1.12266588074989,1.12266588074989,2.52599823168725,3.64866411243714,12.6299911584362,2.24533176149978,7.85866116524922,14.5946564497486,2.80666470187472,2.52599823168725,9.26199351618658,5.33266293356197,8.98132704599911,5.61332940374944,1.40333235093736,3.64866411243714,11.5073252776864,0.0225979151639522,0.0254855283458047,0.0224025538986061,0.0225198561152292,0.0230493932141635,0.0232728859302112,0.0235131280030694,0.0232170867263888,0.025233600990907,0.024919577221756,0.0245559245192335,0.026387061112096,0.0238011293652323,0.0233583546025242,0.0253083984771213,0.0240822476038253,0.0255228743300577,0.0245431562875964,0.0236956580152084,0.0246622803334136,0.0245914102315991,0.0241821686925209,0.0241653784550082,0.0215181805094286,0.0236647626613072,0.0249931319021659,0.0219958155191935,0.0229395003402022,0.0244911388619017,0.0246634323828038
"Q9WTW7",10.0154816364155,4.2489922093884,2.73149499174969,2.42799554822194,3.33849387880517,3.03499443527743,3.94549276586066,12.4434771846375,1.51749721763871,11.836478297582,17.6029677246091,1.51749721763871,3.33849387880517,7.89098553172131,7.58748608819357,7.28398664466583,8.80148386230454,1.51749721763871,2.73149499174969,10.622480523471,0.0221708601718131,0.023886105588883,0.0221685585469301,0.022108108681161,0.0222381856975719,0.0240724471816264,0.0230682568354742,0.0218248541223857,0.0231680047304869,0.0229208660320841,0.0240319461341206,0.0241623238226001,0.0231232417031938,0.0233135972819451,0.0244912242193984,0.0232651556407789,0.023460546246218,0.0232267934129647,0.0226854175382182,0.0232029164911544,0.0244043962591854,0.0229413307647535,0.0230852173467677,0.0245779480228561,0.0230381504899484,0.0247141649266649,0.0218067778564713,0.0230809003816101,0.0232571148969335,0.0230051454480576
"Q9UHI7",9.93410592327446,3.72528972122792,3.10440810102327,2.48352648081861,3.41484891112559,3.10440810102327,4.03573053133025,12.4176324040931,1.86264486061396,12.4176324040931,18.3160077960373,1.55220405051163,3.72528972122792,7.76102025255817,7.76102025255817,7.45057944245584,9.3132243030698,1.55220405051163,3.10440810102327,10.2445467333768,0.0219176591146311,0.0241405263120678,0.0218656517630866,0.0214774414019326,0.022184624597877,0.0236715442036936,0.023231203320342,0.0219986029472429,0.0225617254380194,0.0225372502881655,0.0237711507801895,0.0240031933361755,0.0227546089768165,0.022752406577879,0.0243061206025852,0.0227106183380096,0.0231480203951998,0.023123774391322,0.0221758812469917,0.0229512895439841,0.0243058088651553,0.0226419990978372,0.022996047558999,0.0240752789212914,0.0226162400326349,0.0248213769589927,0.0220563007545112,0.0225599583469367,0.0232635010363473,0.0229393847487558
"Q8VZQ5",9.28669506186927,4.2212250281224,3.37698002249792,1.96990501312378,1.40707500937413,2.53273501687344,3.37698002249792,9.5681100637441,1.12566000749931,10.6937700712434,12.3822600824924,2.53273501687344,2.81415001874826,10.4123550693686,4.78405503187205,9.84952506561892,6.75396004499583,1.40707500937413,4.50264002999722,8.44245005624479,0.023312249642328,0.0248974884104898,0.0220586082783012,0.021916181411928,0.0229634041032079,0.023720500140411,0.0243155652251273,0.0225252825385161,0.0250341694370445,0.0253238348821607,0.024039206661223,0.0255794159710154,0.0244855696349012,0.0234410617604801,0.0257514902331688,0.0245592168269658,0.0244650773061384,0.0243137186960821,0.0234673242465233,0.0247240873509083,0.0248387048011711,0.0233874295714013,0.0244861138191621,0.0227411050950277,0.0232291451468809,0.0249203445900718,0.022974813770731,0.021870730699663,0.0251278186329083,0.0241153392412357
"Q27GI3",11.2344245317826,4.49376981271302,2.80860613294564,1.68516367976738,1.12344245317826,3.0894667462402,3.37032735953477,12.6387275982554,1.40430306647282,9.26840023872061,12.3578669849608,3.37032735953477,2.52774551965107,10.3918426918989,5.05549103930215,9.54926085201517,6.74065471906953,1.40430306647282,3.37032735953477,10.3918426918989,0.0228100609209119,0.0248189081997686,0.0226616007990306,0.0225997709835761,0.0233822713444017,0.0234120326946186,0.0236201444402191,0.0226220300967901,0.0255453280172364,0.0242598955199169,0.0238622466304486,0.0264406749035908,0.0238119168065986,0.0240180572155335,0.0254442726875555,0.0236810116368196,0.0245971057593108,0.0247516352716444,0.0232850101346427,0.0251469545456051,0.0253230270407074,0.0235570087766627,0.0235802956045018,0.0223671004409978,0.0233712249906224,0.0249073253065604,0.0231172104434215,0.02252192799229,0.0248404773296066,0.0247828601718456
"Q8RWE9",11.1620780133152,4.46483120532607,2.51146755299591,1.67431170199728,1.11620780133152,2.23241560266304,3.06957145366167,13.6735455663111,1.95336365233016,10.0458702119837,13.6735455663111,3.90672730466031,2.51146755299591,9.20871436098502,5.02293510599183,8.65061046031926,5.58103900665759,1.67431170199728,3.34862340399455,10.0458702119837,0.0233655365063544,0.0250078520027673,0.0228695904599471,0.0222528893071911,0.0232154519812209,0.0228863776888496,0.0237656118293052,0.0230129410165326,0.0248327573158658,0.024595606158666,0.0241648388629347,0.0263346218856208,0.0243168699634451,0.0231327170267117,0.0248699950254915,0.0243349735665277,0.0249686973764994,0.0243323697300154,0.023996341532272,0.0256917620289018,0.0248980007504079,0.0240272308968501,0.0239512330456838,0.0225523366764861,0.0242775490231394,0.0252065092438015,0.0221839328726017,0.0225370227534853,0.0249412115257535,0.0244252216137909
"Q9SHZ3",9.95912837202798,4.83729092355645,2.56091872423577,1.9918256744056,0.853639574745255,1.9918256744056,4.26819787372628,12.5200470962637,1.13818609966034,9.67458184711289,14.7964192955844,1.9918256744056,4.55274439864136,7.6827561727073,5.97547702321679,8.25184922253747,6.26002354813187,1.70727914949051,3.41455829898102,9.67458184711289,0.0233408796519464,0.0239489443044517,0.0223502435302863,0.0229724038678046,0.0235465844763847,0.0227691389588529,0.0236105813239018,0.022683312927974,0.0239563639354056,0.0251176798006387,0.0254466481609244,0.0255541308174335,0.0242011117290441,0.0236101673905223,0.025618668873876,0.0246419441691661,0.0242149497702225,0.0239463298345191,0.0231744154263199,0.0250433297389349,0.0237612724203603,0.0233536025920954,0.0240049243792352,0.0232787946210123,0.0230439426152355,0.0253573975415476,0.022606178410664,0.0220141274849408,0.0244954829413139,0.0237899233899004
"O04472",6.57448249918644,4.5735530429123,2.00092945627413,2.00092945627413,2.57262358663817,2.28677652145615,2.85847065182019,9.43295315100663,1.42923532591009,12.5772708680088,13.4348120635549,1.71508239109211,3.71601184736625,9.71880021618864,5.43109423845836,9.71880021618864,7.71787075991451,1.42923532591009,5.14524717327634,8.57541195546057,0.023159081280962,0.0247122412089229,0.0217892497793218,0.0221365740788612,0.0239501662619109,0.022782755011443,0.0237947883051331,0.0241134325291643,0.0236488214976252,0.0247614102159821,0.0238636228558564,0.0246944222292286,0.0245019896143656,0.0232818654899476,0.0260435210893884,0.0249622119156129,0.0251070714125785,0.0234006092794942,0.023834315990577,0.0247394167917175,0.0254464630988056,0.0220733147872882,0.0228076677072879,0.0220374612453049,0.0233271500920865,0.0257298931149527,0.0222986831960537,0.0233095278091876,0.0235420243047764,0.0243031826241444
"P93039",11.8093423022153,4.77997188423,1.96822371703588,1.12469926687765,1.68704890031647,2.81174816719412,2.81174816719412,10.965817852057,2.5305733504747,11.8093423022153,14.6210904694094,1.96822371703588,2.5305733504747,9.8411185851794,5.34232151766882,9.27876895174058,5.62349633438823,1.40587408359706,3.65527261735235,7.59172005142411,0.0237515457607413,0.0239829557668687,0.0225351493027342,0.0226184892001806,0.0237066223315813,0.022147073474335,0.0233765563495704,0.0239887890028465,0.0241552640808596,0.0246920192290503,0.0242092294325802,0.0259776058539226,0.0246028389502725,0.024374355988548,0.0249659395792058,0.0247727726322385,0.0245453786943242,0.0248733976017729,0.0242761245252573,0.0246636662334185,0.0245849342865858,0.024797171457038,0.023208572084459,0.0218080631871796,0.0233489996609118,0.0250213612166854,0.0223567707656175,0.0228487358246358,0.0237296164316598,0.0249051843755074
"Q94C70",10.5183154274959,4.54846072540365,3.41134554405274,3.12706674871501,0.852836386013184,2.27423036270183,3.41134554405274,10.8025942228337,1.42139397668864,10.8025942228337,13.9296609715487,1.9899515673641,4.54846072540365,9.94975783682048,5.40129711141683,9.66547904148276,4.83273952074138,1.42139397668864,2.55850915803955,9.0969214508073,0.023537651986272,0.0245199215651768,0.0220895196354803,0.0220209845624444,0.0231764626138984,0.0227848830676665,0.0236810412561866,0.023043129920221,0.0237458400768848,0.0247594263244352,0.0259159296585215,0.0257188881178403,0.0241876657188545,0.0233127712827673,0.0259707134622667,0.0249011392116837,0.0241385560129255,0.0236310617504059,0.0239972368430233,0.0250718119511009,0.0232038996131245,0.0229831926849101,0.0234247889435443,0.023345201619235,0.0241361098008365,0.0249151605713802,0.0225900006698966,0.0222870949595702,0.0248725527881742,0.0237585679935447
"Q9HE12",12.3655521151919,3.61918598493421,3.92078481701206,3.61918598493421,2.11119182454496,2.71438948870066,2.11119182454496,12.9687497793476,0.904796496233553,12.6671509472697,14.7783427718147,2.11119182454496,4.82558131324562,8.44476729817983,6.03197664155702,9.04796496233553,9.04796496233553,1.2063953283114,2.71438948870066,9.65116262649124,0.0216313946549445,0.0230501786307748,0.0228439033815545,0.0212286697996922,0.0227112172356408,0.0234374576490437,0.0225511543001787,0.0216710532912546,0.0251215060741798,0.0251290279744471,0.0234692925595589,0.0233680654946796,0.0233804797911666,0.0240279478063413,0.0252948580896277,0.0232205291952392,0.0242251743077016,0.0244222986208748,0.0235783156838195,0.0224661429529864,0.0226671245142605,0.023674880214174,0.0236280041296967,0.0212550626794051,0.0233817285191929,0.0242887355224122,0.0229128155474531,0.022301239048444,0.0235608981498815,0.0239020121035226
"P39618",12.9217961869839,3.44581231652905,2.87151026377421,3.44581231652905,0.574302052754842,2.87151026377421,3.73296334290647,10.911739002342,2.58435923739679,10.911739002342,16.367608503513,5.74302052754842,3.73296334290647,10.3374369495872,5.74302052754842,9.47598387045489,6.03017155392584,1.4357551318871,2.01005718464195,11.1988900287194,0.0207368100778888,0.0231451985270575,0.019017845711712,0.0222420810098802,0.0233423560472423,0.02265638668414,0.0222227493598467,0.0228555804490292,0.0253487733347974,0.0245700272036422,0.023657978705384,0.0254719540168299,0.0247849977037899,0.0247850065628913,0.0259555882766475,0.0244252138545589,0.0247805172915174,0.0257132424278114,0.0246288911539075,0.0247133018602876,0.0251140753780246,0.0234363841253195,0.0243669046658103,0.0230236164405274,0.0237128645665929,0.0241145358280571,0.0231966955757395,0.0245613373012156,0.0238153067712852,0.0224527527111454
"Q46821",8.94184909751876,4.00841511268082,4.00841511268082,2.77505661647134,1.54169812026186,1.54169812026186,2.46671699241897,14.1836227064091,2.77505661647134,14.1836227064091,17.2670189469328,2.46671699241897,7.09181135320453,8.01683022536165,5.55011323294268,9.25018872157113,6.78347172915216,0.925018872157113,2.46671699241897,13.258603834252,0.0232450331044814,0.0237126164928494,0.0229761201585559,0.0211789489026488,0.0214301176097579,0.0227139095349362,0.0229757024004518,0.0221205253054435,0.0233219812105805,0.0232830192844921,0.023182152591591,0.0240764273555585,0.0233791043342924,0.0232947071585001,0.0247929034330715,0.0225795174150799,0.0236738725451409,0.0229241350814882,0.0230084688726772,0.0238914765170987,0.02274807525816,0.0235975341416549,0.0236083860907022,0.0224229328254599,0.0226871865869025,0.0226030210374928,0.0224202091434123,0.0228992846485542,0.0231360579960772,0.0237769489105174
"Q41760",11.7181868143083,4.57295095192519,1.42904717247662,0.857428303485973,2.57228491045792,2.00066604146727,2.57228491045792,10.0033302073364,1.42904717247662,10.2891396418317,14.0046622902709,1.71485660697195,1.71485660697195,10.574949076327,5.43037925541116,8.28847360036441,7.14523586238311,1.42904717247662,4.28714151742987,9.71752077284103,0.0233310594756578,0.024393210914742,0.0224850962815854,0.0221454541469836,0.0240938119072771,0.0223192395834307,0.0236897358848704,0.0242395586032959,0.0242650349192858,0.0239493565379747,0.0238487723110705,0.0247247941819068,0.0238763063795413,0.0230718788863269,0.0252688616671389,0.0247860479041261,0.0241305095745081,0.0243753942778535,0.0242083467187554,0.0235865406011037,0.0252039164614181,0.0247150031190432,0.0224307747900403,0.0223347568304394,0.0235301809714733,0.0251823273958958,0.0224837143710837,0.0234182944459314,0.0246769278384358,0.0234256585234799
"Q8GZD4",9.86966657012178,4.93483328506089,4.06398035240309,2.03199017620154,0.870852932657805,2.32227448708748,3.77369604151715,10.7405195027796,1.45142155442967,12.7725096789811,13.353078300753,1.45142155442967,2.90284310885935,8.70852932657805,4.93483328506089,9.57938225923585,7.25710777214837,1.16113724354374,2.90284310885935,11.3210881245515,0.0231486638289291,0.0237996857812623,0.0221646953017455,0.0206835731534635,0.0225878338284815,0.0225735060013537,0.0222022007165217,0.0239169533351231,0.0224162333628244,0.0250324032960364,0.0241208759945733,0.0254183106504161,0.0232275025831524,0.022968240577843,0.0244349321262748,0.0258600571208505,0.0248320320101676,0.0230877615522052,0.0236887355864619,0.0244203115823595,0.0241616757909978,0.0244170705191231,0.0242950109511852,0.0220849860667801,0.0244612151627683,0.0244830925282828,0.0221102621477371,0.0235877021908544,0.0254203414542048,0.0241098239120859
"P50487",13.3241879925177,2.22069799875295,4.12415342625548,3.17242571250421,1.26897028500168,3.48966828375463,0.951727713751264,15.8621285625211,0.951727713751264,15.8621285625211,15.2276434200202,5.71036628250758,3.80691085500505,7.61382171001011,5.71036628250758,9.83451970876306,8.24830685251095,0.317242571250421,1.58621285625211,13.6414305637681,0.0223867810346508,0.0225442535283658,0.0222713972592353,0.0196989488594903,0.0224818837020705,0.0220723334481383,0.0227094962635228,0.0206539611080542,0.0222258139259014,0.0231045676022406,0.0233746575182359,0.022547116631693,0.0236334512542261,0.02346070935465,0.0240237830929396,0.0234584156281657,0.0237726999708665,0.023477956487614,0.0238740774533197,0.0235617163547606,0.0225851016203862,0.0232118829569486,0.0239683854427854,0.0217893707181393,0.0235334192390214,0.0240149360966362,0.0225644961119153,0.0224834205708364,0.022579425181874,0.0206929703328948
