"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"",0.102272727272727,0.0272727272727273,0.0227272727272727,0.0272727272727273,0.00454545454545455,0.0227272727272727,0.0295454545454545,0.0863636363636364,0.0204545454545455,0.0863636363636364,0.129545454545455,0.0454545454545455,0.0295454545454545,0.0818181818181818,0.0454545454545455,0.075,0.0477272727272727,0.0113636363636364,0.0159090909090909,0.0886363636363636
"B0JZG0",0.0804878048780488,0.024390243902439,0.024390243902439,0.0195121951219512,0.0219512195121951,0.0268292682926829,0.0292682926829268,0.0951219512195122,0.0121951219512195,0.0975609756097561,0.136585365853659,0.0195121951219512,0.024390243902439,0.0878048780487805,0.0609756097560976,0.0658536585365854,0.0658536585365854,0.0146341463414634,0.024390243902439,0.0682926829268293
"Q9Z2J0",0.0780487804878049,0.0341463414634146,0.0219512195121951,0.0195121951219512,0.0268292682926829,0.024390243902439,0.0317073170731707,0.1,0.0121951219512195,0.0951219512195122,0.139024390243902,0.0121951219512195,0.0317073170731707,0.0634146341463415,0.0609756097560976,0.0609756097560976,0.0707317073170732,0.0121951219512195,0.0219512195121951,0.0829268292682927
"Q9WTW8",0.0853658536585366,0.024390243902439,0.024390243902439,0.024390243902439,0.0219512195121951,0.0219512195121951,0.0317073170731707,0.102439024390244,0.0121951219512195,0.0975609756097561,0.139024390243902,0.0170731707317073,0.0219512195121951,0.0804878048780488,0.0609756097560976,0.0634146341463415,0.0609756097560976,0.0146341463414634,0.0219512195121951,0.0731707317073171
"Q9UGH3",0.0878048780487805,0.0268292682926829,0.024390243902439,0.024390243902439,0.0268292682926829,0.0170731707317073,0.0292682926829268,0.0975609756097561,0.00731707317073171,0.1,0.141463414634146,0.024390243902439,0.0195121951219512,0.0804878048780488,0.0634146341463415,0.0634146341463415,0.0585365853658537,0.0146341463414634,0.024390243902439,0.0682926829268293
"Q9EPR4",0.0853658536585366,0.024390243902439,0.024390243902439,0.024390243902439,0.0219512195121951,0.0219512195121951,0.0317073170731707,0.102439024390244,0.0121951219512195,0.1,0.139024390243902,0.0170731707317073,0.0219512195121951,0.0804878048780488,0.0609756097560976,0.0634146341463415,0.0609756097560976,0.0146341463414634,0.0219512195121951,0.0707317073170732
"Q0WPE9",0.0814814814814815,0.0395061728395062,0.0271604938271605,0.00987654320987654,0.00987654320987654,0.0222222222222222,0.0320987654320988,0.111111111111111,0.0197530864197531,0.0691358024691358,0.128395061728395,0.0246913580246914,0.0222222222222222,0.0814814814814815,0.0469135802469136,0.0790123456790123,0.0493827160493827,0.0123456790123457,0.0320987654320988,0.101234567901235
"Q9WTW7",0.0804878048780488,0.0341463414634146,0.0219512195121951,0.0195121951219512,0.0268292682926829,0.024390243902439,0.0317073170731707,0.1,0.0121951219512195,0.0951219512195122,0.141463414634146,0.0121951219512195,0.0268292682926829,0.0634146341463415,0.0609756097560976,0.0585365853658537,0.0707317073170732,0.0121951219512195,0.0219512195121951,0.0853658536585366
"Q9UHI7",0.0780487804878049,0.0292682926829268,0.024390243902439,0.0195121951219512,0.0268292682926829,0.024390243902439,0.0317073170731707,0.0975609756097561,0.0146341463414634,0.0975609756097561,0.14390243902439,0.0121951219512195,0.0292682926829268,0.0609756097560976,0.0609756097560976,0.0585365853658537,0.0731707317073171,0.0121951219512195,0.024390243902439,0.0804878048780488
"Q8VZQ5",0.0833333333333333,0.0378787878787879,0.0303030303030303,0.0176767676767677,0.0126262626262626,0.0227272727272727,0.0303030303030303,0.0858585858585859,0.0101010101010101,0.095959595959596,0.111111111111111,0.0227272727272727,0.0252525252525253,0.0934343434343434,0.0429292929292929,0.0883838383838384,0.0606060606060606,0.0126262626262626,0.0404040404040404,0.0757575757575758
"Q27GI3",0.0966183574879227,0.0386473429951691,0.0241545893719807,0.0144927536231884,0.00966183574879227,0.0265700483091787,0.0289855072463768,0.108695652173913,0.0120772946859903,0.0797101449275362,0.106280193236715,0.0289855072463768,0.0217391304347826,0.0893719806763285,0.0434782608695652,0.0821256038647343,0.0579710144927536,0.0120772946859903,0.0289855072463768,0.0893719806763285
"Q8RWE9",0.0966183574879227,0.0386473429951691,0.0217391304347826,0.0144927536231884,0.00966183574879227,0.0193236714975845,0.0265700483091787,0.118357487922705,0.0169082125603865,0.0869565217391304,0.118357487922705,0.0338164251207729,0.0217391304347826,0.0797101449275362,0.0434782608695652,0.0748792270531401,0.0483091787439614,0.0144927536231884,0.0289855072463768,0.0869565217391304
"Q9SHZ3",0.0872817955112219,0.0423940149625935,0.0224438902743142,0.0174563591022444,0.00748129675810474,0.0174563591022444,0.0374064837905237,0.109725685785536,0.00997506234413965,0.084788029925187,0.129675810473815,0.0174563591022444,0.0399002493765586,0.0673316708229426,0.0523690773067332,0.0723192019950125,0.0548628428927681,0.0149625935162095,0.029925187032419,0.084788029925187
"O04472",0.0582278481012658,0.0405063291139241,0.0177215189873418,0.0177215189873418,0.0227848101265823,0.020253164556962,0.0253164556962025,0.0835443037974684,0.0126582278481013,0.111392405063291,0.118987341772152,0.0151898734177215,0.0329113924050633,0.0860759493670886,0.0481012658227848,0.0860759493670886,0.0683544303797468,0.0126582278481013,0.0455696202531646,0.0759493670886076
"P93039",0.103448275862069,0.041871921182266,0.0172413793103448,0.00985221674876847,0.0147783251231527,0.0246305418719212,0.0246305418719212,0.0960591133004926,0.0221674876847291,0.103448275862069,0.12807881773399,0.0172413793103448,0.0221674876847291,0.0862068965517241,0.0467980295566502,0.0812807881773399,0.0492610837438424,0.0123152709359606,0.0320197044334975,0.0665024630541872
"Q94C70",0.0918114143920596,0.0397022332506203,0.0297766749379653,0.0272952853598015,0.00744416873449132,0.0198511166253102,0.0297766749379653,0.0942928039702233,0.0124069478908189,0.0942928039702233,0.121588089330025,0.0173697270471464,0.0397022332506203,0.086848635235732,0.0471464019851117,0.0843672456575682,0.0421836228287841,0.0124069478908189,0.0223325062034739,0.0794044665012407
"Q9HE12",0.0990338164251208,0.0289855072463768,0.0314009661835749,0.0289855072463768,0.0169082125603865,0.0217391304347826,0.0169082125603865,0.103864734299517,0.0072463768115942,0.101449275362319,0.118357487922705,0.0169082125603865,0.0386473429951691,0.0676328502415459,0.0483091787439614,0.072463768115942,0.072463768115942,0.00966183574879227,0.0217391304347826,0.0772946859903382
"P39618",0.102272727272727,0.0272727272727273,0.0227272727272727,0.0272727272727273,0.00454545454545455,0.0227272727272727,0.0295454545454545,0.0863636363636364,0.0204545454545455,0.0863636363636364,0.129545454545455,0.0454545454545455,0.0295454545454545,0.0818181818181818,0.0454545454545455,0.075,0.0477272727272727,0.0113636363636364,0.0159090909090909,0.0886363636363636
"Q46821",0.0690476190476191,0.030952380952381,0.030952380952381,0.0214285714285714,0.0119047619047619,0.0119047619047619,0.019047619047619,0.10952380952381,0.0214285714285714,0.10952380952381,0.133333333333333,0.019047619047619,0.0547619047619048,0.0619047619047619,0.0428571428571429,0.0714285714285714,0.0523809523809524,0.00714285714285714,0.019047619047619,0.102380952380952
"Q41760",0.104859335038363,0.040920716112532,0.0127877237851662,0.00767263427109974,0.0230179028132992,0.0179028132992327,0.0230179028132992,0.0895140664961637,0.0127877237851662,0.0920716112531969,0.125319693094629,0.0153452685421995,0.0153452685421995,0.0946291560102302,0.0485933503836317,0.0741687979539642,0.0639386189258312,0.0127877237851662,0.0383631713554987,0.0869565217391304
"Q8GZD4",0.084788029925187,0.0423940149625935,0.0349127182044888,0.0174563591022444,0.00748129675810474,0.0199501246882793,0.0324189526184539,0.0922693266832918,0.0124688279301746,0.109725685785536,0.114713216957606,0.0124688279301746,0.0249376558603491,0.0748129675810474,0.0423940149625935,0.0822942643391521,0.0623441396508728,0.00997506234413965,0.0249376558603491,0.0972568578553616
"P50487",0.100238663484487,0.0167064439140811,0.0310262529832936,0.0238663484486874,0.00954653937947494,0.0262529832935561,0.00715990453460621,0.119331742243437,0.00715990453460621,0.119331742243437,0.114558472553699,0.0429594272076372,0.0286396181384248,0.0572792362768496,0.0429594272076372,0.0739856801909308,0.0620525059665871,0.00238663484486874,0.0119331742243437,0.102625298329356
"Q6SZ87",0.0796019900497512,0.0422885572139304,0.0298507462686567,0.0199004975124378,0.0124378109452736,0.0248756218905473,0.0248756218905473,0.0746268656716418,0.0174129353233831,0.0895522388059701,0.144278606965174,0.0149253731343284,0.0248756218905473,0.0721393034825871,0.0373134328358209,0.0895522388059701,0.0671641791044776,0.0124378109452736,0.0298507462686567,0.0920398009950249
"Q07307",0.117788461538462,0.0288461538461538,0.0216346153846154,0.0168269230769231,0.0384615384615385,0.0336538461538462,0.0192307692307692,0.0889423076923077,0.00721153846153846,0.100961538461538,0.100961538461538,0.0216346153846154,0.03125,0.0576923076923077,0.0576923076923077,0.0673076923076923,0.0576923076923077,0.0120192307692308,0.0216346153846154,0.0985576923076923
"P42086",0.0926365795724466,0.0142517814726841,0.0261282660332542,0.0237529691211401,0.00712589073634204,0.0237529691211401,0.0285035629453682,0.102137767220903,0.00475059382422803,0.104513064133017,0.111638954869359,0.0403800475059382,0.0356294536817102,0.0736342042755344,0.0332541567695962,0.0688836104513064,0.0641330166270784,0.00237529691211401,0.0261282660332542,0.116389548693587
"O32140",0.114285714285714,0.0166666666666667,0.0261904761904762,0.019047619047619,0.00476190476190476,0.0214285714285714,0.0214285714285714,0.114285714285714,0.00714285714285714,0.0952380952380952,0.142857142857143,0.0285714285714286,0.0357142857142857,0.0642857142857143,0.0404761904761905,0.0690476190476191,0.0547619047619048,0.00238095238095238,0.0285714285714286,0.0928571428571429
"Q3E7D0",0.0798004987531172,0.029925187032419,0.027431421446384,0.00498753117206983,0.00997506234413965,0.027431421446384,0.027431421446384,0.0897755610972569,0.0174563591022444,0.0723192019950125,0.13715710723192,0.0199501246882793,0.0374064837905237,0.0598503740648379,0.0448877805486284,0.102244389027431,0.0498753117206983,0.0124688279301746,0.029925187032419,0.119700748129676
"P48777",0.11025641025641,0.0333333333333333,0.0205128205128205,0.0256410256410256,0.041025641025641,0.0179487179487179,0.0179487179487179,0.105128205128205,0.00512820512820513,0.0743589743589744,0.112820512820513,0.0153846153846154,0.0358974358974359,0.0615384615384615,0.0461538461538462,0.0820512820512821,0.0641025641025641,0.0128205128205128,0.0230769230769231,0.0948717948717949
"Q3E956",0.0559006211180124,0.046583850931677,0.0248447204968944,0.0248447204968944,0.0248447204968944,0.015527950310559,0.0279503105590062,0.0869565217391304,0.0062111801242236,0.0838509316770186,0.114906832298137,0.0248447204968944,0.0341614906832298,0.0993788819875776,0.046583850931677,0.0869565217391304,0.0714285714285714,0.0093167701863354,0.0403726708074534,0.0745341614906832
"P0AGM9",0.103614457831325,0.0289156626506024,0.0337349397590361,0.00963855421686747,0.00963855421686747,0.0265060240963855,0.0433734939759036,0.0987951807228916,0.00963855421686747,0.0891566265060241,0.151807228915663,0.0144578313253012,0.0409638554216867,0.0457831325301205,0.0530120481927711,0.072289156626506,0.0530120481927711,0.0072289156626506,0.0168674698795181,0.091566265060241
"P0AGN0",0.103614457831325,0.0289156626506024,0.0337349397590361,0.00963855421686747,0.00963855421686747,0.0265060240963855,0.0433734939759036,0.0987951807228916,0.00963855421686747,0.0891566265060241,0.151807228915663,0.0144578313253012,0.0409638554216867,0.0457831325301205,0.0530120481927711,0.072289156626506,0.0530120481927711,0.0072289156626506,0.0168674698795181,0.091566265060241
"P0AGN2",0.103614457831325,0.0289156626506024,0.0337349397590361,0.00963855421686747,0.00963855421686747,0.0265060240963855,0.0433734939759036,0.0987951807228916,0.00963855421686747,0.0891566265060241,0.151807228915663,0.0144578313253012,0.0409638554216867,0.0457831325301205,0.0530120481927711,0.072289156626506,0.0530120481927711,0.0072289156626506,0.0168674698795181,0.091566265060241
"P0AGN1",0.103614457831325,0.0289156626506024,0.0337349397590361,0.00963855421686747,0.00963855421686747,0.0265060240963855,0.0433734939759036,0.0987951807228916,0.00963855421686747,0.0891566265060241,0.151807228915663,0.0144578313253012,0.0409638554216867,0.0457831325301205,0.0530120481927711,0.072289156626506,0.0530120481927711,0.0072289156626506,0.0168674698795181,0.091566265060241
"O32139",0.111904761904762,0.0238095238095238,0.0285714285714286,0.0142857142857143,0.0119047619047619,0.0238095238095238,0.019047619047619,0.107142857142857,0.00714285714285714,0.0976190476190476,0.14047619047619,0.0380952380952381,0.0214285714285714,0.0595238095238095,0.0452380952380952,0.0523809523809524,0.0761904761904762,0,0.0261904761904762,0.0952380952380952
"Q60850",0.0929095354523227,0.0342298288508557,0.0122249388753056,0.0097799511002445,0.0293398533007335,0.0244498777506112,0.0293398533007335,0.102689486552567,0.0293398533007335,0.039119804400978,0.205378973105134,0.00244498777506112,0.0146699266503667,0.0513447432762836,0.0684596577017115,0.105134474327628,0.0366748166259169,0.0244498777506112,0.00488997555012225,0.0831295843520782
"Q6PIS1",0.0831295843520782,0.0244498777506112,0.0122249388753056,0.00733496332518337,0.0317848410757946,0.0171149144254279,0.0415647921760391,0.100244498777506,0.0317848410757946,0.039119804400978,0.193154034229829,0.00733496332518337,0.0220048899755501,0.0440097799511002,0.0733496332518337,0.105134474327628,0.039119804400978,0.0220048899755501,0.00733496332518337,0.097799511002445
"P67444",0.072463768115942,0.036231884057971,0.0217391304347826,0.0144927536231884,0.0120772946859903,0.0265700483091787,0.0241545893719807,0.120772946859903,0.0120772946859903,0.111111111111111,0.130434782608696,0.0144927536231884,0.0410628019323672,0.0483091787439614,0.036231884057971,0.0869565217391304,0.0579710144927536,0.00241545893719807,0.0289855072463768,0.101449275362319
"P67445",0.072463768115942,0.036231884057971,0.0217391304347826,0.0144927536231884,0.0120772946859903,0.0265700483091787,0.0241545893719807,0.120772946859903,0.0120772946859903,0.111111111111111,0.130434782608696,0.0144927536231884,0.0410628019323672,0.0483091787439614,0.036231884057971,0.0869565217391304,0.0579710144927536,0.00241545893719807,0.0289855072463768,0.101449275362319
"P67446",0.072463768115942,0.036231884057971,0.0217391304347826,0.0144927536231884,0.0120772946859903,0.0265700483091787,0.0241545893719807,0.120772946859903,0.0120772946859903,0.111111111111111,0.130434782608696,0.0144927536231884,0.0410628019323672,0.0483091787439614,0.036231884057971,0.0869565217391304,0.0579710144927536,0.00241545893719807,0.0289855072463768,0.101449275362319
"P77328",0.0776699029126214,0.0436893203883495,0.0218446601941748,0.0145631067961165,0.0169902912621359,0.0145631067961165,0.0339805825242718,0.0849514563106796,0.00970873786407767,0.0728155339805825,0.172330097087379,0.00485436893203883,0.029126213592233,0.0776699029126214,0.0631067961165049,0.0703883495145631,0.0752427184466019,0.0194174757281553,0.0266990291262136,0.0703883495145631
"P41006",0.109725685785536,0.0249376558603491,0.0149625935162095,0.0199501246882793,0.00249376558603491,0.0174563591022444,0.0224438902743142,0.114713216957606,0.0124688279301746,0.0997506234413965,0.14214463840399,0.029925187032419,0.029925187032419,0.0349127182044888,0.0498753117206983,0.0623441396508728,0.0498753117206983,0.0124688279301746,0.029925187032419,0.119700748129676
"P39766",0.101736972704715,0.0148883374689826,0.0198511166253102,0.0173697270471464,0.00496277915632754,0.0173697270471464,0.032258064516129,0.114143920595533,0.0173697270471464,0.11166253101737,0.116625310173697,0.0297766749379653,0.032258064516129,0.0595533498759305,0.0471464019851117,0.0818858560794045,0.0471464019851117,0.00496277915632754,0.0223325062034739,0.106699751861042
"P45117",0.100515463917526,0.0128865979381443,0.0360824742268041,0.0180412371134021,0.0128865979381443,0.0180412371134021,0.0206185567010309,0.100515463917526,0.00515463917525773,0.095360824742268,0.128865979381443,0.038659793814433,0.0438144329896907,0.0644329896907216,0.0489690721649485,0.0515463917525773,0.0721649484536082,0.0077319587628866,0.0180412371134021,0.105670103092784
"P0AGM7",0.105540897097625,0.0158311345646438,0.0263852242744063,0.0131926121372032,0.0105540897097625,0.0211081794195251,0.0131926121372032,0.110817941952507,0.0131926121372032,0.113456464379947,0.153034300791557,0.0237467018469657,0.0263852242744063,0.0554089709762533,0.050131926121372,0.0554089709762533,0.0606860158311346,0.0079155672823219,0.0237467018469657,0.100263852242744
"P0AGM8",0.105540897097625,0.0158311345646438,0.0263852242744063,0.0131926121372032,0.0105540897097625,0.0211081794195251,0.0131926121372032,0.110817941952507,0.0131926121372032,0.113456464379947,0.153034300791557,0.0237467018469657,0.0263852242744063,0.0554089709762533,0.050131926121372,0.0554089709762533,0.0606860158311346,0.0079155672823219,0.0237467018469657,0.100263852242744
"Q9CPL9",0.1015625,0.0130208333333333,0.03125,0.0130208333333333,0.0130208333333333,0.0182291666666667,0.0234375,0.106770833333333,0.00520833333333333,0.0963541666666667,0.122395833333333,0.0390625,0.0442708333333333,0.0677083333333333,0.0494791666666667,0.0442708333333333,0.0755208333333333,0.0078125,0.0182291666666667,0.109375
"P75892",0.128865979381443,0.0231958762886598,0.0360824742268041,0.0180412371134021,0.0077319587628866,0.0077319587628866,0.0154639175257732,0.134020618556701,0.0128865979381443,0.0798969072164948,0.123711340206186,0.0128865979381443,0.0515463917525773,0.0515463917525773,0.0335051546391753,0.0515463917525773,0.0618556701030928,0.0077319587628866,0.0154639175257732,0.126288659793814
"Q14SY0",0.121951219512195,0.024390243902439,0.0182926829268293,0.0152439024390244,0.00304878048780488,0.0335365853658537,0.024390243902439,0.125,0.00609756097560976,0.0823170731707317,0.121951219512195,0.024390243902439,0.0365853658536585,0.0701219512195122,0.0487804878048781,0.0579268292682927,0.0670731707317073,0.00914634146341463,0.00609756097560976,0.103658536585366
"Q9FY46",0.0994318181818182,0.0227272727272727,0.0198863636363636,0.0227272727272727,0.00852272727272727,0.0369318181818182,0.0198863636363636,0.0965909090909091,0.0142045454545455,0.113636363636364,0.142045454545455,0.0340909090909091,0.0198863636363636,0.0568181818181818,0.0454545454545455,0.0852272727272727,0.0426136363636364,0.0113636363636364,0.0227272727272727,0.0852272727272727
"Q8GYH8",0.0997150997150997,0.0227920227920228,0.0142450142450142,0.0256410256410256,0.00854700854700855,0.0284900284900285,0.0170940170940171,0.0911680911680912,0.0113960113960114,0.0968660968660969,0.142450142450142,0.0398860398860399,0.0227920227920228,0.0655270655270655,0.0512820512820513,0.0911680911680912,0.0541310541310541,0.0113960113960114,0.0199430199430199,0.0854700854700855
"O06984",0.115853658536585,0.0121951219512195,0.0304878048780488,0.0152439024390244,0.00304878048780488,0.0335365853658537,0.0213414634146341,0.103658536585366,0.00914634146341463,0.0914634146341463,0.13109756097561,0.0396341463414634,0.0487804878048781,0.0640243902439024,0.0518292682926829,0.0487804878048781,0.0335365853658537,0,0.0213414634146341,0.125
"Q96RN1",0.0718390804597701,0.0201149425287356,0.0402298850574713,0.0172413793103448,0.0172413793103448,0.014367816091954,0.0402298850574713,0.0603448275862069,0.014367816091954,0.109195402298851,0.146551724137931,0.0229885057471264,0.0373563218390805,0.0833333333333333,0.0431034482758621,0.103448275862069,0.0488505747126437,0.00574712643678161,0.0316091954022989,0.0718390804597701
"O94300",0.0986394557823129,0.0306122448979592,0.0204081632653061,0.0238095238095238,0.0204081632653061,0.0170068027210884,0.0204081632653061,0.139455782312925,0.00680272108843537,0.0850340136054422,0.102040816326531,0.0102040816326531,0.0442176870748299,0.0646258503401361,0.0374149659863946,0.0884353741496599,0.054421768707483,0.0136054421768707,0.0408163265306122,0.0816326530612245
"A6QNW6",0.0950819672131148,0.0295081967213115,0.0557377049180328,0.00983606557377049,0.0163934426229508,0.0262295081967213,0.0262295081967213,0.0655737704918033,0.0131147540983607,0.0885245901639344,0.131147540983607,0.0163934426229508,0.0524590163934426,0.0885245901639344,0.0327868852459016,0.101639344262295,0.039344262295082,0,0.039344262295082,0.0721311475409836
"Q57772",0.105590062111801,0.0217391304347826,0.0186335403726708,0.0279503105590062,0.0031055900621118,0.0124223602484472,0.0062111801242236,0.102484472049689,0,0.102484472049689,0.142857142857143,0.031055900621118,0.0341614906832298,0.0745341614906832,0.046583850931677,0.0652173913043478,0.0807453416149068,0.0062111801242236,0.0372670807453416,0.0807453416149068
"O34978",0.13262599469496,0.0106100795755968,0.0397877984084881,0.0185676392572944,0,0.0212201591511936,0.0159151193633952,0.0901856763925729,0.0159151193633952,0.0954907161803713,0.116710875331565,0.0185676392572944,0.0397877984084881,0.0716180371352785,0.0424403183023873,0.0663129973474801,0.0875331564986737,0.00530503978779841,0.0185676392572944,0.0928381962864721
